Ticker,Company,Industry
SFWL,Shengfeng Development Limited Class A Ordinary Shares,Trucking Freight/Courier Services
SG,Sweetgreen Inc. Class A Common Stock,Restaurants
SGA,Saga Communications Inc. Class A Common Stock (FL),Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,RETAIL: Building Materials
SGC,Superior Group of Companies Inc. Common Stock,Apparel
SGD,Safe and Green Development Corporation Common Stock,Real Estate
SGHC,Super Group (SGHC) Limited Ordinary Shares,Services-Misc. Amusement & Recreation
SGHT,Sight Sciences Inc. Common Stock,Medical/Dental Instruments
SGLY,Singularity Future Technology Ltd. Common Stock,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,Metal Mining
SGMO,Sangamo Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,Biotechnology: Pharmaceutical Preparations
SGN,Signing Day Sports Inc. Common Stock,EDP Services
SGRP,SPAR Group Inc. Common Stock,Business Services
SGRY,Surgery Partners Inc. Common Stock,Hospital/Nursing Management
SGU,Star Group L.P. Common Stock,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,Restaurants
SHBI,Shore Bancshares Inc Common Stock,Major Banks
SHC,Sotera Health Company Common Stock,Misc Health and Biotechnology Services
SHCO,Soho House & Co Inc. Class A Common Stock,Hotels/Resorts
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Oil & Gas Production
SHEN,Shenandoah Telecommunications Co Common Stock,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,Finance: Consumer Services
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Major Banks
SHIM,Shimmick Corporation Common Stock,Military/Government/Technical
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Marine Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,Semiconductors
SHLT,SHL Telemedicine Ltd American Depositary Shares,Medical/Nursing Services
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Industrial Machinery/Components
SHMDW,SCHMID Group N.V. Warrants,Industrial Machinery/Components
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Hotels/Resorts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,
SHOO,Steven Madden Ltd. Common Stock,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Computer Software: Prepackaged Software
SHOT,Safety Shot Inc. Common Stock,Package Goods/Cosmetics
SHOTW,Safety Shot Inc. Warrant,Package Goods/Cosmetics
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SHW,Sherwin-Williams Company (The) Common Stock,RETAIL: Building Materials
SHYF,The Shyft Group Inc. Common Stock,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,Medical/Dental Instruments
SID,Companhia Siderurgica Nacional S.A. Common Stock,Steel/Iron Ore
SIDU,Sidus Space Inc. Class A Common Stock,Telecommunications Equipment
SIEB,Siebert Financial Corp. Common Stock,Investment Bankers/Brokers/Service
SIF,SIFCO Industries Inc. Common Stock,Aerospace
SIFY,Sify Technologies Limited American Depositary Shares,Computer Software: Programming Data Processing
SIG,Signet Jewelers Limited Common Shares,Consumer Specialties
SIGA,SIGA Technologies Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,Property-Casualty Insurers
SII,Sprott Inc. Common Shares,Finance: Consumer Services
SILA,Sila Realty Trust Inc. Common Stock,Real Estate Investment Trusts
SILC,Silicom Ltd Ordinary Shares,Computer Communications Equipment
SILO,Silo Pharma Inc. Common Stock,Apparel
SILV,SilverCrest Metals Inc. Common Shares,Precious Metals
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Steel/Iron Ore
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,Industrial Machinery/Components
SIMAU,SIM Acquisition Corp. I Unit,Blank Checks
SIMAW,SIM Acquisition Corp. I Warrant,Blank Checks
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Semiconductors
SINT,SiNtx Technologies Inc. Common Stock,Medical/Dental Instruments
SIRI,SiriusXM Holdings Inc. Common Stock,Broadcasting
SISI,Shineco Inc. Common Stock, Medicinal Chemicals and Botanical Products 
SITC,SITE Centers Corp. Common Stock,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc. Common Stock,Professional and commerical equipment
SITM,SiTime Corporation Common Stock,Semiconductors
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,EDP Services
SJM,The J.M. Smucker Company Common Stock,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,Oil & Gas Production
SJW,SJW Group Common Stock,Water Supply
SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,
SKE,Skeena Resources Limited Common Shares,Precious Metals
SKGR,SK Growth Opportunities Corporation Class A Common Stock,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,Blank Checks
SKIL,Skillsoft Corp. Class A Common Stock,Computer Software: Prepackaged Software
SKIN,The Beauty Health Company Class A Common Stock,Medical/Dental Instruments
SKK,SKK Holdings Limited Ordinary Shares,Water Sewer Pipeline Comm & Power Line Construction
SKLZ,Skillz Inc. Class A Common Stock,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,Telecommunications Equipment
SKT,Tanger Inc. Common Stock,Real Estate Investment Trusts
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,Property-Casualty Insurers
SKX,Skechers U.S.A. Inc. Common Stock,Shoe Manufacturing
SKY,Champion Homes Inc. Common Stock,Homebuilding
SKYE,Skye Bioscience Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SKYH,Sky Harbour Group Corporation Class A Common Stock,Real Estate
SKYQ,Sky Quarry Inc. Common Stock,Environmental Services
SKYT,SkyWater Technology Inc. Common Stock,Semiconductors
SKYW,SkyWest Inc. Common Stock,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,Semiconductors
SLB,Schlumberger N.V. Common Stock,Oilfield Services/Equipment
SLDB,Solid Biosciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,Industrial Machinery/Components
SLDPW,Solid Power Inc. Warrant,Industrial Machinery/Components
SLE,Super League Enterprise Inc. Common Stock,Services-Misc. Amusement & Recreation
SLF,Sun Life Financial Inc. Common Stock,Life Insurance
SLG,SL Green Realty Corp Common Stock,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
SLGN,Silgan Holdings Inc. Common Stock,Containers/Packaging
SLI,Standard Lithium Ltd. Common Shares,Major Chemicals
SLM,SLM Corporation Common Stock,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,Biotechnology: Pharmaceutical Preparations
SLND,Southland Holdings Inc. Common Stock,Military/Government/Technical
SLNG,Stabilis Solutions Inc. Common Stock,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,EDP Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,EDP Services
SLNO,Soleno Therapeutics Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,EDP Services
SLQT,SelectQuote Inc. Common Stock,Specialty Insurers
SLRC,SLR Investment Corp. Common Stock,Finance/Investors Services
SLRN,ACELYRIN INC. Common Stock,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SLSR,Solaris Resources Inc. Common Shares,
SLVM,Sylvamo Corporation Common Stock,Paper
SLXN,Silexion Therapeutics Corp Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
SLXNW,Silexion Therapeutics Corp Warrant,Biotechnology: Biological Products (No Diagnostic Substances)
SM,SM Energy Company Common Stock,Oil & Gas Production
SMBC,Southern Missouri Bancorp Inc. Common Stock,Banks
SMBK,SmartFinancial Inc. Common Stock,Major Banks
SMC,Summit Midstream Corporation Common Stock,Natural Gas Distribution
SMCI,Super Micro Computer Inc. Common Stock,Computer Manufacturing
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,Marine Transportation
SMID,Smith-Midland Corporation Common Stock,Building Materials
SMLR,Semler Scientific Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMT,Summit Therapeutics Inc. Common Stock ,Biotechnology: Pharmaceutical Preparations
SMP,Standard Motor Products Inc. Common Stock,Auto Parts:O.E.M.
SMPL,The Simply Good Foods Company Common Stock,Packaged Foods
SMR,NuScale Power Corporation Class A Common Stock,Metal Fabrications
SMRT,SmartRent Inc. Class A Common Stock,EDP Services
SMSI,Smith Micro Software Inc. Common Stock,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,Industrial Specialties
SMTK,SmartKem Inc. Common Stock,Semiconductors
SMWB,Similarweb Ltd. Ordinary Shares,Computer Software: Programming Data Processing
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Industrial Machinery/Components
SMXT,Solarmax Technology Inc. Common Stock,Engineering & Construction
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Industrial Machinery/Components
SN,SharkNinja Inc. Ordinary Shares,Consumer Electronics/Appliances
SNA,Snap-On Incorporated Common Stock,Industrial Machinery/Components
SNAL,Snail Inc. Class A Common Stock,Computer Software: Prepackaged Software
SNAP,Snap Inc. Class A Common Stock,Computer Software: Programming Data Processing
SNAX,Stryve Foods Inc. Class A Common Stock,Packaged Foods
SNAXW,Stryve Foods Inc. Warrant,Packaged Foods
SNBR,Sleep Number Corporation Common Stock,Home Furnishings
SNCR,Synchronoss Technologies Inc. Common Stock,EDP Services
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,Biotechnology: Pharmaceutical Preparations
SNCY,Sun Country Airlines Holdings Inc. Common Stock,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Sonida Senior Living Inc. Common Stock,Hospital/Nursing Management
SNDL,SNDL Inc. Common Shares, Medicinal Chemicals and Botanical Products 
SNDR,Schneider National Inc. Common Stock,Trucking Freight/Courier Services
SNDX,Syndax Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech Inc. Common Stock,Agricultural Chemicals
SNEX,StoneX Group Inc. Common Stock,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,Finance: Consumer Services
SNGX,Soligenix Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SNN,Smith & Nephew SNATS Inc. Common Stock,Industrial Specialties
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SNOW,Snowflake Inc. Class A Common Stock,Computer Software: Prepackaged Software
SNPS,Synopsys Inc. Common Stock,Computer Software: Prepackaged Software
SNPX,Synaptogenix Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SNRE,Sunrise Communications AG American Depositary Shares representing Class A shares,Cable & Other Pay Television Services
SNSE,Sensei Biotherapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SNT,Senstar Technologies Corporation Common Shares,Telecommunications Equipment
SNTG,Sentage Holdings Inc. Class A Ordinary Shares,Finance: Consumer Services
SNTI,Senti Biosciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SNV,Synovus Financial Corp. Common Stock,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,
SNX,TD SYNNEX Corporation Common Stock,Retail: Computer Software & Peripheral Equipment
SNY,Sanofi ADS,Biotechnology: Pharmaceutical Preparations
SNYR,Synergy CHC Corp. Common Stock,Other Pharmaceuticals
SO,Southern Company (The) Common Stock,Electric Utilities: Central
SOAR,Volato Group Inc. Class A Common Stock,Transportation Services
SOBO,South Bow Corporation Common Shares,Natural Gas Distribution
SOBR,SOBR Safe Inc. Common Stock,Newspapers/Magazines
SOC,Sable Offshore Corp. Common Stock,Oil & Gas Production
SOFI,SoFi Technologies Inc. Common Stock  ,Finance: Consumer Services
SOGP,Sound Group Inc. American Depositary Shares,Computer Software: Programming Data Processing
SOHO,Sotherly Hotels Inc. Common Stock,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,EDP Services
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Electric Utilities: Central
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Electric Utilities: Central
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,Metal Mining
SOJF,Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085,Metal Mining
SOL,Emeren Group Ltd American Depositary Shares each representing 10 shares,Semiconductors
SOLV,Solventum Corporation Common Stock,Medical/Dental Instruments
SON,Sonoco Products Company Common Stock,Containers/Packaging
SOND,Sonder Holdings Inc. Class A Common Stock,Hotels/Resorts
SONDW,Sonder Holdings Inc. Warrants,Hotels/Resorts
SONM,Sonim Technologies Inc. Common Stock,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SONO,Sonos Inc. Common Stock,Consumer Electronics/Appliances
SONY,Sony Group Corporation American Depositary Shares ,Consumer Electronics/Appliances
SOPA,Society Pass Incorporated Common Stock,Business Services
SOPH,SOPHiA GENETICS SA Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
SOR,Source Capital Inc. Cmn Shs of BI,Investment Managers
SOS,SOS Limited American Depositary Shares one hundred and fifty (150) Class A Ordinary Shares,Finance: Consumer Services
SOTK,Sono-Tek Corporation Common Stock,Industrial Machinery/Components
SOUN,SoundHound AI Inc Class A Common Stock,Computer Software: Prepackaged Software
SOUNW,SoundHound AI Inc. Warrant,Computer Software: Prepackaged Software
SOWG,Sow Good Inc. Common Stock,Packaged Foods
SPAI,Safe Pro Group Inc. Common Stock,Industrial Specialties
SPB,Spectrum Brands Holdings Inc. Common Stock,Industrial Machinery/Components
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Semiconductors
SPCE,Virgin Galactic Holdings Inc. Common Stock,Transportation Services
SPE,Special Opportunities Fund Inc Common Stock,Finance/Investors Services
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,
SPFI,South Plains Financial Inc. Common Stock,Major Banks
SPG,Simon Property Group Inc. Common Stock,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,
SPGC,Sacks Parente Golf Inc. Common Stock,Recreational Games/Products/Toys
SPGI,S&P Global Inc. Common Stock,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,Other Specialty Stores
SPHAU,Shepherd Ave Capital Acquisition Corporation Unit,
SPHL,Springview Holdings Ltd Class A Ordinary Shares,Homebuilding
SPHR,Sphere Entertainment Co. Class A Common Stock,Services-Misc. Amusement & Recreation
SPIR,Spire Global Inc. Class A Common Stock,Telecommunications Equipment
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,
SPKLU,Spark I Acquisition Corp. Unit,
SPKLW,Spark I Acquisition Corp. Warrant,
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Industrial Specialties
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,
SPMA,Sound Point Meridian Capital Inc. 8.00% Series A Preferred Shares Due 2029,
SPMC,Sound Point Meridian Capital Inc. Common Stock,
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Computer Software: Prepackaged Software
SPNT,SiriusPoint Ltd. Common Shares,Property-Casualty Insurers
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,
SPOK,Spok Holdings Inc. Common Stock,Telecommunications Equipment
SPOT,Spotify Technology S.A. Ordinary Shares,Broadcasting
SPPL,SIMPPLE LTD. Ordinary Shares,Diversified Commercial Services
SPR,Spirit Aerosystems Holdings Inc. Common Stock,Military/Government/Technical
SPRB,Spruce Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SPRC,SciSparc Ltd. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
SPRO,Spero Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SPRU,Spruce Power Holding Corporation Class A Common Stock,Auto Parts:O.E.M.
SPRY,ARS Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,Computer Software: Prepackaged Software
SPT,Sprout Social Inc Class A Common Stock,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,Other Specialty Stores
SPXC,SPX Technologies Inc. Common Stock,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Trusts Except Educational Religious and Charitable
SQFT,Presidio Property Trust Inc. Class A Common Stock,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate Investment Trusts
SQM,Sociedad Quimica y Minera S.A. Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares (each representing ten (10) Ordinary Shares),Semiconductors
SR,Spire Inc. Common Stock,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,
SRAD,Sportradar Group AG Class A Ordinary Shares,Computer Software: Programming Data Processing
SRBK,SR Bancorp Inc. Common stock,Banks
SRCE,1st Source Corporation Common Stock,Major Banks
SRDX,Surmodics Inc. Common Stock,Medical/Dental Instruments
SRE,DBA Sempra Common Stock,Natural Gas Distribution
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Natural Gas Distribution
SRFM,Surf Air Mobility Inc. Common Stock,Transportation Services
SRG,Seritage Growth Properties Class A Common Stock,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,
SRI,Stoneridge Inc. Common Stock,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Commercial Banks
SRM,SRM Entertainment Inc. Common Stock,Recreational Games/Products/Toys
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SRTS,Sensus Healthcare Inc. Common Stock,Medical/Dental Instruments
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,Finance Companies
SRZN,Surrozen Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SRZNW,Surrozen Inc. Warrant,Biotechnology: Biological Products (No Diagnostic Substances)
SSB,SouthState Corporation Common Stock,Major Banks
SSBI,Summit State Bank Common Stock,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,Savings Institutions
SSD,Simpson Manufacturing Company Inc. Common Stock,Industrial Machinery/Components
SSKN,Strata Skin Sciences Inc. Common Stock,Medical/Dental Instruments
SSL,Sasol Ltd. American Depositary Shares,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc. Common Stock,Computer Software: Prepackaged Software
SSP,E.W. Scripps Company (The) Class A Common Stock,Broadcasting
SSRM,SSR Mining Inc. Common Stock,Precious Metals
SSSS,SuRo Capital Corp. Common Stock,Finance: Consumer Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,Finance: Consumer Services
SST,System1 Inc. Class A Common Stock,Computer Software: Programming Data Processing
SSTI,SoundThinking Inc. Common Stock,Computer Software: Prepackaged Software
SSTK,Shutterstock Inc. Common Stock,EDP Services
SSY,SunLink Health Systems Inc. Common Stock,Hospital/Nursing Management
SSYS,Stratasys Ltd. Ordinary Shares (Israel),Computer peripheral equipment
ST,Sensata Technologies Holding plc Ordinary Shares,Industrial Machinery/Components
STAA,STAAR Surgical Company Common Stock,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc. Common Stock (DE),Professional Services
STAG,Stag Industrial Inc. Common Stock,Real Estate Investment Trusts
STAI,ScanTech AI Systems Inc. Common stock,Electrical Products
STBA,S&T Bancorp Inc. Common Stock,Major Banks
STBX,Starbox Group Holdings Ltd. Class A Ordinary Shares,Advertising
STC,Stewart Information Services Corporation Common Stock,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,Industrial Specialties
STEC,Santech Holdings Limited American Depositary Shares,Investment Managers
STEL,Stellar Bancorp Inc. Common Stock,Major Banks
STEM,Stem Inc. Class A Common Stock,Industrial Machinery/Components
STEP,StepStone Group Inc. Class A Common Stock,Investment Managers
STEW,SRH Total Return Fund Inc. Common Stock,Investment Managers
STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,Advertising
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Other Consumer Services
STGW,Stagwell Inc. Class A Common Stock,Advertising
STHO,Star Holdings Shares of Beneficial Interest,Real Estate
STI,Solidion Technology Inc. Common Stock,Industrial Machinery/Components
STIM,Neuronetics Inc. Common Stock,Medical/Dental Instruments
STK,Columbia Seligman Premium Technology Growth Fund Inc,Investment Managers
STKH,Steakholder Foods Ltd. American Depositary Shares,Packaged Foods
STKL,SunOpta Inc. Common Stock,Farming/Seeds/Milling
STKS,The ONE Group Hospitality Inc. Common Stock,Restaurants
STLA,Stellantis N.V. Common Shares,Auto Manufacturing
STLD,Steel Dynamics Inc.,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,Semiconductors
STN,Stantec Inc Common Stock,Military/Government/Technical
STNE,StoneCo Ltd. Class A Common Shares,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,Marine Transportation
STOK,Stoke Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
STR,Sitio Royalties Corp. Class A Common Stock,Oil & Gas Production
STRA,Strategic Education Inc. Common Stock,Other Consumer Services
STRL,Sterling Infrastructure Inc. Common Stock,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties Inc. Common Stock,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,Real Estate Investment Trusts
STSS,Sharps Technology Inc. Common Stock,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,Finance: Consumer Services
STT,State Street Corporation Common Stock,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,
STTK,Shattuck Labs Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Electronic Components
STXS,Stereotaxis Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Integrated oil Companies
SUGP,SU Group Holdings Limited Ordinary Shares,Diversified Commercial Services
SUI,Sun Communities Inc. Common Stock,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,Integrated oil Companies
SUNE,SUNation Energy Inc. Common Stock,Telecommunications Equipment
SUNS,Sunrise Realty Trust Inc. Common Stock,Real Estate Investment Trusts
SUP,Superior Industries International Inc. Common Stock (DE),Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Commercial Banks
SURG,SurgePays Inc. Common Stock,Advertising
SUUN,SolarBank Corporation Common Stock,Power Generation
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Paper
SVC,Service Properties Trust Common Stock,Real Estate Investment Trusts
SVCO,Silvaco Group Inc. Common Stock,Computer Software: Prepackaged Software
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,
SVIIU,Spring Valley Acquisition Corp. II Unit,Blank Checks
SVIIW,Spring Valley Acquisition Corp. II Warrant,Blank Checks
SVM,Silvercorp Metals Inc. Common Shares,Precious Metals
SVRA,Savara Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,EDP Services
SVREW,SaverOne 2014 Ltd. Warrant,EDP Services
SVT,Servotronics Inc. Common Stock,Industrial Machinery/Components
SVV,Savers Value Village Inc. Common Stock,Other Specialty Stores
SW,Smurfit WestRock plc Ordinary Shares,Containers/Packaging
SWAG,Stran & Company Inc. Common Stock,Advertising
SWAGW,Stran & Company Inc. Warrant,Advertising
SWBI,Smith & Wesson Brands Inc. Common Stock,Ordnance And Accessories
SWI,SolarWinds Corporation Common Stock,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,Plastic Products
SWIN,Solowin Holdings Class A Ordinary Share,Investment Bankers/Brokers/Service
SWK,Stanley Black & Decker Inc. Common Stock,Industrial Machinery/Components
SWKH,SWK Holdings Corporation Common Stock,Diversified Financial Services
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,
SWKS,Skyworks Solutions Inc. Common Stock,Semiconductors
SWTX,SpringWorks Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
