Ticker,Company,Industry,MarketCap
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Basic Materials,27220433940
WPRT,Westport Fuel Systems Inc Common Shares,Industrials,76310699
WRN,Western Copper and Gold Corporation Common Stock,Basic Materials,200201377
XENE,Xenon Pharmaceuticals Inc. Common Shares,Health Care,3045772100
XRTX,XORTX Therapeutics Inc. Common Stock,Health Care,3168051
ZENA,ZenaTech Inc. Common Stock,Technology,106688682
ZTEK,Zentek Ltd. Common Stock,Industrials,121755834
ANL,Adlai Nortye Ltd. American Depositary Shares,Health Care,76014552
BEST,BEST Inc. American Depositary Shares each representing twenty (20) Class A Ordinary Shares,Industrials,55079716
CJET,Chijet Motor Company Inc. Ordinary Shares,Consumer Discretionary,8731755
CMBM,Cambium Networks Corporation Ordinary Shares,Technology,33045255
CTOS,Custom Truck One Source Inc. Common Stock,Consumer Discretionary,1225520452
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Utilities,408223645
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),Consumer Discretionary,618472800
FDP,Fresh Del Monte Produce Inc. Common Stock,Consumer Staples,1502497924
FN,Fabrinet Ordinary Shares,Utilities,9383590662
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Finance,474418555
HLF,Herbalife Ltd. Common Shares,Health Care,650108265
IHS,IHS Holding Limited Ordinary Shares,Telecommunications,1241380807
IVCA,Investcorp AI Acquisition Corp. Class A Ordinary Share,Finance,0
IVCAW,Investcorp AI Acquisition Corp. Warrant,Finance,0
LANV,Lanvin Group Holdings Limited Ordinary Shares,Finance,295994618
NU,Nu Holdings Ltd. Class A Ordinary Shares,Finance,58811664480
NVNI,Nvni Group Limited Ordinary Shares,Technology,143000000
NVNIW,Nvni Group Limited Warrants,Technology,6275750
ONC,BeiGene Ltd. American Depositary Shares,Health Care,23677730992
OXBR,Oxbridge Re Holdings Limited Ordinary Shares,Finance,30240940
OXBRW,Oxbridge Re Holdings Limited Warrant expiring 3/26/2029,Finance,4667826
PAGS,PagSeguro Digital Ltd. Class A Common Shares,Technology,2116322340
PAX,Patria Investments Limited Class A Common Shares,Finance,1798320268
PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares,Finance,0
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),Consumer Discretionary,578637000
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Health Care,2759375784
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Technology,92825702
SHMDW,SCHMID Group N.V. Warrants,Technology,9454470
TBPH,Theravance Biopharma Inc. Ordinary Shares,Health Care,514854879
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),Finance,440493019
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,Finance,387001504
ZK,ZEEKR Intelligent Technology Holding Limited American Depositary Shares (each representing ten (10) Ordinary Shares),Consumer Discretionary,6424821019
ZKH,ZKH Group Limited American Depositary Shares each representing thirty-five (35) Class A Ordinary Shares,Consumer Discretionary,581459191
ZURA,Zura Bio Limited Class A Ordinary Shares,Health Care,112304872
AKO/A,Embotelladora Andina S.A.,,
AKO/B,Embotelladora Andina S.A.,,
BCH,Banco De Chile ADS,Finance,12485711236
BSAC,Banco Santander - Chile ADS,Finance,9591907854
CCU,Compania Cervecerias Unidas S.A. Common Stock,Consumer Staples,2222559775
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Utilities,4136160121
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),Consumer Discretionary,8543784702
SQM,Sociedad Quimica y Minera S.A. Common Stock,Industrials,11199883860
AACG,ATA Creativity Global American Depositary Shares,Real Estate,26880109
AAPGV,Ascentage Pharma Group International American Depository Shares When Issued,,0
ABLV,Able View Global Inc. Class B Ordinary Shares,Consumer Discretionary,46171564
ABLVW,Able View Global Inc. Warrant,Consumer Discretionary,1681662
ABTS,Abits Group Inc Ordinary Shares,Technology,18132885
ADAG,Adagene Inc. American Depositary Shares,Health Care,85145175
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,Industrials,1414864
AHG,Akso Health Group ADS,Consumer Discretionary,315533246
AIFU,AIX Inc. American Depositary Shares,Finance,24621495
AIHS,Senmiao Technology Limited Common Stock,Finance,9412594
AIXI,XIAO-I Corporation American Depositary Shares,Technology,42339631
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),Real Estate,6638218
ANTE,AirNet Technology Inc. American Depositary Shares,Consumer Discretionary,6618375
API,Agora Inc. American Depositary Shares,Technology,483139402
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,,0
ASPCU,A SPAC III Acquisition Corp. Unit,Finance,0
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,Consumer Discretionary,3757725895
ATGL,Alpha Technology Group Limited Ordinary Shares,Technology,246642000
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,Technology,3342697862
ATXG,Addentax Group Corp. Common Stock,Consumer Discretionary,4291076
AZI,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares,Consumer Discretionary,78420956
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Consumer Discretionary,2.12E+11
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,Consumer Discretionary,5140531
BDMD,Baird Medical Investment Holdings Ltd Ordinary Share,Health Care,226176465
BDMDW,Baird Medical Investment Holdings Ltd Warrant,Health Care,3123529
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,Real Estate,57966098
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),Finance,20481359413
BGM,BGM Group Ltd. Class A Ordinary Shares,Health Care,76147500
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,Consumer Discretionary,3293663
BIDU,Baidu Inc. ADS,Technology,30296067120
BILI,Bilibili Inc. American Depositary Shares,Technology,6961328791
BNR,Burning Rock Biotech Limited American Depositary Shares,Health Care,75058995
BON,Bon Natural Life Limited Ordinary Shares,Health Care,5518300
BTCT,BTC Digital Ltd. Ordinary Shares,Real Estate,24829814
BTCTW,BTC Digital Ltd. Warrant,Real Estate,194879
BZ,KANZHUN LIMITED American Depository Shares,Technology,6528505639
BZUN,Baozun Inc. American Depositary Shares,Consumer Discretionary,184222663
CAAS,China Automotive Systems Inc. Common Stock,Consumer Discretionary,122252093
CAN,Canaan Inc. American Depositary Shares,Technology,531428294
CBAT,CBAK Energy Technology Inc. Common Stock,Miscellaneous,80063867
CCG,Cheche Group Inc. Class A Ordinary Shares,Finance,67157319
CCGWW,Cheche Group Inc. Warrant,Finance,2036899
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),Health Care,20762119
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,Industrials,13910000
CGTL,Creative Global Technology Holdings Limited Ordinary Shares,Technology,114750000
CHR,Cheer Holding Inc. Class A Ordinary Share,Technology,25577830
CHSN,Chanson International Holding Class A Ordinary Shares,Consumer Staples,8107521
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,Consumer Staples,11711176
CLEU,China Liberal Education Holdings Limited Ordinary Shares,Real Estate,207999097
CLPS,CLPS Incorporation Common Stock,Technology,34244023
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,Technology,141348425
CNET,ZW Data Action Technologies Inc. Common Stock,Technology,3895421
CNEY,CN Energy Group Inc. Class A Ordinary Shares,Industrials,801504
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,Health Care,54276410
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,Real Estate,113746800
CPHI,China Pharma Holdings Inc. Common Stock,Health Care,3908433
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,Consumer Discretionary,16432945
CREG,Smart Powerr Corp. Common Stock,Consumer Discretionary,5522490
DADA,Dada Nexus Limited American Depositary Shares,Technology,372349756
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,Real Estate,856114662
DIST,Distoken Acquisition Corporation Ordinary Shares,Finance,0
DOGZ,Dogness (International) Corporation Class A Common Stock,Consumer Discretionary,327432524
DOYU,DouYu International Holdings Limited ADS,Technology,498260291
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,Technology,1195394938
DSY,Big Tree Cloud Holdings Limited Ordinary Shares,Consumer Discretionary,130143645
DSYWW,Big Tree Cloud Holdings Limited Warrants,Consumer Discretionary,1832286
DTSS,Datasea Inc. Common Stock,Technology,14882704
DUO,Fangdd Network Group Ltd. Class A Ordinary Shares,Finance,3725813
DXST,Decent Holding Inc Ordinary Shares,Industrials,0
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,Technology,41095931
ECX,ECARX Holdings Inc. Class A Ordinary shares,Technology,615068936
ECXWW,ECARX Holdings Inc. Warrants,Technology,16897498
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,Real Estate,16566629
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),Real Estate,7640067078
EH,EHang Holdings Limited ADS,Industrials,1053560243
EHGO,Eshallgo Inc. Class A Ordinary Shares,Consumer Discretionary,22738350
EJH,E-Home Household Service Holdings Limited Ordinary Shares,Consumer Discretionary,5240173
ELPW,Elong Power Holding Limited Class A Ordinary Shares,,0
EM,Smart Share Global Limited American Depositary Shares,Consumer Discretionary,295915823
ENFY,Enlightify Inc. Common Stock,Industrials,19675406
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,Consumer Discretionary,22220148
EZGO,EZGO Technologies Ltd. Ordinary Shares,Consumer Discretionary,2917038
FAMI,Farmmi Inc. Ordinary Shares,Consumer Staples,2835540
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,Industrials,26958854
FLX,BingEx Limited American Depositary Shares,Industrials,588044855
FTFT,Future FinTech Group Inc. Common Stock,Consumer Discretionary,5767813
FVNNR,Future Vision II Acquisition Corporation Right,,0
GDC,GD Culture Group Limited Common Stock,Industrials,18426035
GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,Consumer Discretionary,9984740
GDS,GDS Holdings Limited ADS,Technology,4430321600
GLAC,Global Lights Acquisition Corp Ordinary Shares,,0
GMM,Global Mofy AI Limited Class A Ordinary Shares,Technology,10581755
GOTU,Gaotu Techedu Inc. American Depositary Shares,Real Estate,568076672
GRNQ,Greenpro Capital Corp. Common Stock,Technology,7689450
GSMGW,Cheer Holding Inc. Warrant expiring 2/13/2025,Technology,14098
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,Real Estate,5673165
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,Industrials,36433340
GURE,Gulf Resources Inc. (NV) Common Stock,Industrials,7508847
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,Consumer Discretionary,5188652
HKIT,Hitek Global Inc. Class A Ordinary Share,Technology,19285768
HLP,Hongli Group Inc. Ordinary Shares,Industrials,15665600
HPH,Highest Performances Holdings Inc. American Depository Shares,Finance,98836862
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,Industrials,1968941580
HTHT,H World Group Limited American Depositary Shares,Consumer Discretionary,10292173008
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,Industrials,23670242
HUHU,HUHUTECH International Group Inc. Ordinary Shares,Telecommunications,93075000
HUIZ,Huize Holding Limited American Depositary Shares,Finance,30334062
ICG,Intchains Group Limited American Depositary Shares,Technology,245745866
IFBD,Infobird Co. Ltd Ordinary Shares,Technology,4271994
IMAB,I-MAB American Depositary Shares,Health Care,87157719
INLF,INLIF LIMITED Ordinary Shares,Industrials,71050000
IQ,iQIYI Inc. American Depositary Shares,Consumer Discretionary,2139569386
ITP,IT Tech Packaging Inc. Common Stock,Consumer Discretionary,4529664
IZM,ICZOOM Group Inc. Class A Ordinary Shares,Consumer Discretionary,16424793
JD,JD.com Inc. American Depositary Shares,Consumer Discretionary,64016648380
JDZG,JIADE LIMITED Common stock,Real Estate,17488316
JFIN,Jiayin Group Inc. American Depositary Shares,Finance,447063857
JFU,9F Inc. American Depositary Shares,Finance,17777733
JG,Aurora Mobile Limited American Depositary Shares,Technology,35955424
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology,1153363693
JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share,,0
JVSAR,JV SPAC Acquisition Corp. Right,,0
JWEL,Jowell Global Ltd. Ordinary Shares,Consumer Discretionary,6359492
JXG,JX Luxventure Group Inc. Common Stock,Consumer Staples,4335182
JYD,Jayud Global Logistics Limited Class A Ordinary Shares,Consumer Discretionary,76013914
JZ,Jianzhi Education Technology Group Company Limited American Depositary Shs,Real Estate,15441525
JZXN,Jiuzi Holdings Inc. Ordinary Shares,Consumer Discretionary,15935036
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology,2737268196
KNDI,Kandi Technologies Group Inc. Ordinary Shares,Consumer Discretionary,110071375
KRKR,36Kr Holdings Inc. American Depositary Shares,Consumer Discretionary,6904009
KXIN,Kaixin Holdings Ordinary Shares,Consumer Discretionary,1470012
LBGJ,Li Bang International Corporation Inc. Ordinary Shares,,54448800
LGCL,Lucas GC Limited Ordinary Shares,Technology,45438601
LGHL,Lion Group Holding Ltd. American Depositary Share,Finance,624717
LGHLW,Lion Group Holding Ltd. Warrant,Finance,28433
LI,Li Auto Inc. American Depositary Shares,Consumer Discretionary,24303426930
LICN,Lichen China Limited Class A Ordinary Shares,Consumer Discretionary,4174500
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing twelve ordinary shares,Consumer Discretionary,22980705
LKCO,Luokung Technology Corp Ordinary Shares,Technology,4116063
LOBO,LOBO EV TECHNOLOGIES LTD. Ordinary shares,Consumer Discretionary,13226000
LOT,Lotus Technology Inc. American Depositary Shares,,0
LOTWW,Lotus Technology Inc. Warrants,Consumer Discretionary,490194970
LSB,LakeShore Biopharma Co. Ltd Ordinary Shares,Health Care,49991570
LSBPW,LakeShore Biopharma Co. Ltd Warrants,Health Care,1139121
LSE,Leishen Energy Holding Co. Ltd. Ordinary Shares,Industrials,141581250
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,Finance,2504589600
LX,LexinFintech Holdings Ltd. American Depositary Shares,Finance,1254470381
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,Real Estate,5950017
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,,0
MATH,Metalpha Technology Holding Limited Ordinary Shares,Finance,61013660
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,Finance,445809845
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,Health Care,8116648
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,Consumer Discretionary,7326240943
MOMO,Hello Group Inc. American Depositary Shares,Technology,1374687229
MTC,MMTec Inc. Common Shares,Technology,42069390
MTEN,Mingteng International Corporation Inc. Ordinary Shares,Industrials,39107250
NA,Nano Labs Ltd Class A Ordinary Shares,Technology,84689748
NAAS,NaaS Technology Inc. American Depositary Shares,Consumer Discretionary,19640153
NAMI,Jinxin Technology Holding Company American Depositary Shares,Real Estate,200465074
NCTY,The9 Limited American Depository Shares,Finance,142491500
NEGG,Newegg Commerce Inc. Common Shares,Consumer Discretionary,175941242
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,Industrials,24547512
NIU,Niu Technologies American Depositary Shares,Consumer Discretionary,154341445
NOAH,Noah Holdings Limited American Depositary Shares,Finance,719708044
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,Technology,128012400
NTES,NetEase Inc. American Depositary Shares,Technology,66257720877
NUKK,Nukkleus Inc. Common Stock,Consumer Discretionary,61164743
